block_duration_min,start_hour,passenger_trains,goods_trains,special_trains,express_trains,regular_passenger_trains,corridor_congestion,peak_hour,criticality,maintenance_priority,traffic_impact_score
113,5,8,3,1,6,2,37,0,4,5,100.0
40,14,2,8,2,1,1,43,0,5,82,81.8
50,10,7,8,0,0,7,35,0,3,19,62.59
202,7,0,2,0,0,0,76,1,4,53,62.58
153,9,3,6,1,3,0,0,1,2,47,82.26
215,14,11,2,4,6,5,7,0,4,62,100.0
212,10,4,2,0,0,4,17,0,5,51,71.16
205,16,6,2,4,6,0,70,0,3,60,100.0
94,7,2,6,3,2,0,94,1,4,47,100.0
169,6,1,9,3,1,0,20,0,4,65,88.96
195,21,5,3,2,4,1,80,0,4,28,100.0
71,21,12,1,0,3,9,92,0,4,50,99.58
147,20,4,2,1,1,3,21,1,1,35,69.7
190,22,8,7,3,1,7,42,0,4,18,100.0
188,8,9,0,0,3,6,13,1,3,63,92.79
102,9,9,2,2,2,7,69,1,2,82,100.0
46,10,1,3,2,0,1,91,0,3,54,62.89
36,6,12,0,3,4,8,9,0,4,96,100.0
43,6,15,8,1,5,10,77,0,5,54,100.0
68,6,7,3,2,0,7,9,0,1,68,62.47
106,8,6,1,4,6,0,3,1,4,94,100.0
229,15,14,8,0,4,10,82,0,2,20,100.0
80,20,9,10,2,5,4,50,1,3,51,100.0
71,20,3,9,0,3,0,55,1,4,59,92.08
54,15,6,6,3,1,5,97,0,1,69,83.21
197,17,4,0,0,1,3,42,1,4,92,85.99
163,14,15,10,1,3,12,54,0,2,42,100.0
128,18,0,2,0,0,0,2,1,2,14,25.84
181,16,10,2,2,1,9,61,0,1,28,95.8
133,15,10,5,1,2,8,12,0,5,69,100.0
64,21,1,0,2,1,0,43,0,5,81,62.22
39,12,15,3,3,6,9,2,0,3,80,100.0
51,18,11,8,4,5,6,44,1,5,82,100.0
163,17,7,0,2,6,1,98,1,3,81,100.0
167,8,11,6,3,6,5,55,1,1,93,100.0
164,17,3,1,0,1,2,76,1,4,8,72.55
206,19,11,6,3,1,10,0,1,5,83,100.0
168,20,6,7,3,1,5,23,1,3,94,100.0
78,7,4,7,1,0,4,57,1,3,93,81.04
62,8,5,5,4,3,2,30,1,2,23,100.0
167,14,5,8,3,5,0,26,0,5,23,100.0
189,22,10,8,2,1,9,85,0,2,58,100.0
49,9,9,2,4,3,6,25,1,1,14,100.0
190,7,2,8,4,0,2,95,1,1,51,100.0
98,7,12,6,1,2,10,99,1,1,62,100.0
91,21,14,10,0,0,14,25,0,2,49,97.53
221,20,7,2,0,5,2,69,1,2,26,100.0
158,10,6,3,1,0,6,100,0,1,14,66.86
65,18,14,6,3,3,11,10,1,4,5,100.0
135,20,9,8,3,1,8,7,1,4,74,100.0
114,7,12,5,0,1,11,68,1,2,42,100.0
218,19,12,6,0,4,8,78,1,5,70,100.0
76,16,11,3,0,1,10,94,0,5,50,98.79
66,19,3,10,2,1,2,63,1,3,78,100.0
36,21,12,4,2,2,10,48,0,3,32,100.0
212,11,14,6,1,2,12,99,0,2,52,100.0
152,13,9,2,1,1,8,1,0,4,18,86.24
223,20,8,4,1,4,4,45,1,2,86,100.0
50,12,1,0,1,0,1,15,0,5,57,38.05
124,8,15,4,1,0,15,55,1,4,31,100.0
188,12,12,8,4,0,12,57,0,5,56,100.0
31,17,12,9,4,1,11,40,1,1,55,100.0
128,6,11,3,0,2,9,91,0,5,43,100.0
158,14,12,9,2,4,8,1,0,4,96,100.0
71,14,11,8,0,5,6,75,0,5,92,100.0
90,6,10,4,4,0,10,69,0,4,99,100.0
64,18,2,10,1,2,0,57,1,4,92,95.19
211,20,2,10,2,2,0,16,1,2,96,100.0
185,14,7,2,4,3,4,34,0,4,84,100.0
95,8,12,4,2,1,11,43,1,3,13,100.0
94,16,10,8,2,1,9,13,0,5,94,100.0
163,17,2,2,2,1,1,99,1,1,8,80.47
141,10,15,9,0,4,11,89,0,4,54,100.0
177,19,2,5,1,0,2,49,1,1,76,74.32
221,5,0,7,4,0,0,79,0,2,75,84.51
205,5,14,1,0,4,10,11,0,3,99,100.0
33,11,13,4,2,4,9,93,0,5,12,100.0
185,5,7,2,4,0,7,89,0,4,17,100.0
225,21,9,10,1,3,6,75,0,3,13,100.0
217,5,10,9,4,0,10,50,0,2,40,100.0
158,16,12,9,1,2,10,39,0,4,1,100.0
196,7,11,1,2,3,8,6,1,1,38,100.0
232,22,15,6,2,2,13,78,0,3,15,100.0
143,8,3,5,1,2,1,76,1,1,53,78.76
74,17,2,8,0,0,2,99,1,3,60,72.23
31,15,2,1,3,0,2,34,0,4,13,44.82
206,22,7,1,2,0,7,58,0,5,46,84.06
172,8,13,7,0,1,12,60,1,2,46,100.0
181,15,7,2,2,0,7,36,0,4,82,81.22
183,16,15,6,3,1,14,48,0,1,16,100.0
33,20,8,9,0,5,3,81,1,3,2,100.0
110,5,6,9,4,3,3,4,0,5,99,100.0
36,8,14,7,0,2,12,76,1,1,68,100.0
230,10,9,3,2,3,6,88,0,1,63,100.0
52,13,8,4,2,1,7,88,0,2,96,99.65
112,22,6,2,3,3,3,9,0,2,83,92.91
171,17,11,4,2,1,10,45,1,2,69,100.0
205,17,5,8,2,0,5,38,1,4,71,100.0
216,9,0,4,3,0,0,44,1,1,52,69.33
224,5,0,0,2,0,0,5,0,1,94,44.28
134,6,14,1,4,0,14,78,0,2,79,100.0
81,19,0,8,3,0,0,26,1,3,34,75.57
41,21,8,7,3,5,3,0,0,5,26,100.0
145,9,14,9,2,6,8,14,1,2,44,100.0
218,20,9,9,3,4,5,39,1,1,43,100.0
120,5,2,10,1,1,1,22,0,3,15,76.29
87,7,4,6,0,2,2,97,1,3,57,97.19
47,18,13,3,2,4,9,76,1,4,31,100.0
197,18,13,7,4,5,8,45,1,1,12,100.0
166,10,11,0,2,1,10,14,0,3,35,84.79
223,7,5,3,1,1,4,83,1,1,72,96.92
48,11,0,0,3,0,0,31,0,2,92,42.49
50,6,3,10,1,0,3,54,0,5,60,80.86
138,11,12,2,2,3,9,44,0,4,76,100.0
121,16,13,10,1,4,9,84,0,5,66,100.0
238,20,2,7,0,2,0,95,1,3,54,100.0
35,10,10,1,4,0,10,42,0,2,2,90.19
213,10,4,4,0,1,3,57,0,3,39,79.46
125,15,3,0,4,3,0,31,0,4,49,87.64
54,5,0,10,4,0,0,86,0,5,19,93.36
120,6,12,2,4,2,10,95,0,2,25,100.0
225,21,5,3,4,0,5,31,0,3,49,85.12
221,11,14,0,0,1,13,52,0,2,22,96.69
226,7,14,9,1,4,10,9,1,3,73,100.0
106,13,12,4,2,2,10,34,0,1,32,99.84
61,15,3,6,4,1,2,6,0,1,50,69.03
125,5,7,8,4,0,7,29,0,1,71,95.63
182,22,8,4,1,2,6,20,0,2,77,86.43
141,11,13,8,4,1,12,10,0,2,36,100.0
150,21,0,1,0,0,0,37,0,5,70,46.51
103,12,3,9,1,1,2,73,0,1,78,73.25
108,21,9,3,0,2,7,73,0,3,68,97.91
217,5,9,1,1,4,5,68,0,1,23,100.0
43,17,10,9,2,1,9,66,1,3,62,100.0
112,16,12,7,4,0,12,90,0,2,35,100.0
104,13,12,9,4,4,8,50,0,3,40,100.0
220,8,11,2,3,2,9,6,1,4,36,100.0
156,21,3,1,1,0,3,85,0,5,33,71.01
38,22,0,10,0,0,0,36,0,5,40,62.3
185,20,6,3,3,5,1,5,1,4,93,100.0
95,11,3,7,3,0,3,2,0,5,40,71.13
149,9,6,2,2,2,4,27,1,3,47,86.99
235,18,2,6,0,0,2,66,1,1,12,73.95
196,14,3,7,1,1,2,95,0,5,64,95.33
61,13,2,0,4,2,0,6,0,5,47,64.45
157,10,8,2,0,6,2,87,0,3,70,100.0
239,8,11,6,1,5,6,7,1,3,63,100.0
55,11,12,1,2,4,8,83,0,1,18,100.0
219,9,5,5,1,4,1,39,1,2,57,100.0
162,15,9,3,2,4,5,41,0,3,34,100.0
199,13,15,7,0,6,9,18,0,5,22,100.0
111,12,11,4,3,0,11,29,0,2,36,94.24
216,21,7,5,2,1,6,18,0,2,44,84.19
228,19,5,10,4,3,2,7,1,4,34,100.0
161,5,14,3,1,0,14,15,0,4,45,95.78
218,5,1,2,1,0,1,39,0,2,60,47.82
153,9,2,6,2,0,2,24,1,4,66,86.13
203,16,3,2,0,0,3,14,0,3,60,46.15
145,11,3,3,3,1,2,40,0,3,4,70.35
219,7,8,10,0,0,8,73,1,5,51,100.0
117,19,0,8,1,0,0,88,1,2,71,76.91
229,5,9,1,2,4,5,21,0,5,90,100.0
230,17,5,9,4,4,1,67,1,4,25,100.0
66,8,11,0,1,4,7,39,1,3,80,100.0
97,14,2,6,1,1,1,31,0,1,69,56.41
55,9,8,5,0,3,5,51,1,2,92,100.0
110,8,10,1,0,3,7,22,1,2,85,92.68
87,5,7,10,4,3,4,100,0,4,80,100.0
46,10,9,8,1,1,8,49,0,4,17,98.08
123,9,11,10,4,1,10,16,1,5,40,100.0
148,13,4,0,0,4,0,67,0,2,41,75.97
143,7,13,4,4,4,9,72,1,2,58,100.0
132,14,8,9,4,5,3,31,0,3,54,100.0
238,12,2,8,3,0,2,38,0,5,10,87.5
90,20,11,0,2,1,10,4,1,1,12,96.29
30,10,0,3,3,0,0,34,0,3,26,38.05
106,9,4,7,1,2,2,39,1,2,13,83.45
103,9,15,8,1,4,11,7,1,2,10,100.0
207,6,8,6,1,1,7,97,0,4,9,100.0
58,17,1,5,3,0,1,91,1,5,12,88.61
86,21,15,6,4,4,11,49,0,1,32,100.0
212,16,7,6,2,1,6,72,0,5,36,100.0
203,17,10,4,2,5,5,65,1,1,72,100.0
200,17,12,5,0,1,11,35,1,3,44,100.0
78,21,0,3,2,0,0,81,0,4,65,60.59
185,8,7,0,0,4,3,11,1,5,89,90.37
154,7,2,2,2,2,0,22,1,3,39,71.77
138,22,2,5,0,1,1,51,0,5,5,57.27
162,22,6,10,1,1,5,33,0,4,64,100.0
216,11,3,8,2,2,1,26,0,2,76,82.35
173,16,5,9,4,0,5,7,0,3,24,91.32
128,22,8,7,0,6,2,26,0,1,20,100.0
160,18,0,3,4,0,0,9,1,3,84,80.06
209,19,4,2,2,3,1,44,1,2,31,89.73
109,13,4,10,1,2,2,98,0,1,93,91.34
188,20,3,3,3,0,3,93,1,2,87,91.2
50,15,13,8,4,0,13,63,0,3,90,100.0
96,18,8,10,3,0,8,97,1,2,43,100.0
126,18,9,4,0,0,9,14,1,1,75,81.03
171,9,1,6,4,1,0,0,1,3,88,91.27
76,8,11,5,2,2,9,42,1,2,98,100.0
32,12,1,7,1,1,0,22,0,3,70,54.8
190,5,11,10,3,1,10,79,0,4,43,100.0
109,20,5,0,2,3,2,24,1,1,6,72.14
173,5,5,10,2,3,2,73,0,2,34,100.0
59,8,11,9,2,6,5,89,1,2,92,100.0
34,18,15,9,0,1,14,48,1,2,73,100.0
42,13,2,6,4,0,2,48,0,2,60,75.64
58,20,3,2,1,3,0,48,1,4,51,74.07
135,10,6,3,4,3,3,11,0,3,44,94.24
184,17,4,6,2,0,4,8,1,2,9,78.81
96,22,6,0,2,6,0,95,0,5,97,100.0
66,8,4,0,4,3,1,64,1,4,52,99.28
108,18,4,4,1,1,3,31,1,5,2,79.92
99,17,14,10,0,0,14,90,1,5,81,100.0
154,7,13,10,3,4,9,9,1,4,37,100.0
62,21,10,1,2,4,6,74,0,5,7,100.0
165,7,7,0,0,3,4,12,1,1,40,85.84
141,15,5,10,0,3,2,80,0,2,88,98.33
161,21,6,4,0,5,1,7,0,4,33,96.57
60,15,13,7,4,2,11,57,0,4,76,100.0
85,15,7,9,2,0,7,22,0,4,25,88.93
55,19,13,6,0,2,11,88,1,3,38,100.0
34,22,13,0,3,4,9,80,0,4,84,100.0
188,11,11,5,2,3,8,38,0,3,34,100.0
77,16,2,6,3,2,0,70,0,3,45,84.49
106,21,1,2,2,0,1,49,0,3,62,52.03
103,21,12,3,2,2,10,0,0,4,58,100.0
62,12,5,8,2,4,1,73,0,2,83,100.0
121,20,4,8,0,4,0,57,1,5,14,100.0
188,22,1,10,4,1,0,43,0,5,65,99.6
201,20,4,8,2,0,4,3,1,1,37,75.7
30,12,8,8,2,2,6,18,0,2,81,88.13
93,9,5,5,1,3,2,27,1,4,54,90.41
89,22,10,6,4,3,7,68,0,2,63,100.0
34,18,15,4,0,3,12,49,1,5,15,100.0
202,6,1,9,3,0,1,15,0,2,65,76.48
188,21,2,0,2,0,2,9,0,5,49,63.1
41,9,9,6,0,4,5,59,1,1,74,100.0
58,5,10,10,1,4,6,89,0,1,82,100.0
180,15,7,4,1,0,7,93,0,5,11,93.44
129,22,9,6,4,4,5,72,0,3,39,100.0
152,5,6,10,0,4,2,95,0,1,58,100.0
240,15,15,0,1,0,15,99,0,4,60,100.0
190,9,1,2,0,0,1,86,1,4,55,74.16
171,6,8,1,3,1,7,23,0,4,59,98.57
92,19,10,10,2,3,7,13,1,4,9,100.0
128,16,15,3,1,4,11,84,0,4,68,100.0
236,14,1,4,3,0,1,27,0,4,64,83.09
165,13,3,4,3,3,0,16,0,2,47,78.88
56,16,2,4,4,2,0,49,0,1,35,75.77
75,7,5,5,4,0,5,58,1,2,27,90.8
155,6,10,4,3,0,10,93,0,5,62,100.0
184,21,3,1,3,1,2,63,0,1,73,74.98
205,18,5,9,3,0,5,11,1,3,40,100.0
157,14,11,1,3,4,7,94,0,3,50,100.0
138,9,2,9,4,1,1,66,1,4,80,100.0
152,8,6,3,0,1,5,76,1,4,51,92.62
33,19,13,1,3,4,9,23,1,1,70,100.0
113,11,9,5,4,2,7,61,0,5,55,100.0
240,7,2,10,4,0,2,10,1,1,28,98.12
146,21,15,1,2,3,12,18,0,1,3,100.0
230,20,6,7,3,1,5,99,1,1,68,100.0
203,15,0,2,2,0,0,27,0,3,68,48.31
195,6,5,10,3,2,3,15,0,4,78,100.0
86,10,2,8,2,0,2,61,0,4,60,74.4
141,20,3,4,4,0,3,15,1,1,37,78.54
99,18,7,6,1,3,4,28,1,1,73,99.44
83,13,4,2,4,3,1,73,0,4,32,91.71
233,17,3,4,4,1,2,85,1,5,91,100.0
170,12,10,4,4,5,5,20,0,4,45,100.0
226,22,13,3,3,1,12,71,0,4,44,100.0
185,6,6,0,2,0,6,32,0,5,66,75.6
187,11,0,2,2,0,0,9,0,2,93,46.83
155,8,2,6,4,2,0,60,1,5,33,100.0
63,12,2,10,1,2,0,40,0,5,97,85.42
191,18,5,9,4,1,4,94,1,3,18,100.0
101,11,5,2,4,5,0,0,0,5,29,96.55
228,9,12,10,0,2,10,72,1,4,11,100.0
142,19,5,8,0,5,0,49,1,3,66,100.0
123,14,0,6,2,0,0,88,0,4,100,85.02
70,18,11,3,1,0,11,84,1,5,97,100.0
178,8,5,5,1,2,3,12,1,5,21,95.25
184,22,10,1,4,1,9,61,0,1,33,98.12
231,9,0,4,1,0,0,47,1,5,61,78.78
235,5,3,0,1,3,0,37,0,4,41,76.9
177,6,8,9,2,2,6,25,0,5,67,100.0
186,20,2,6,1,2,0,45,1,2,52,86.4
194,22,1,3,2,1,0,100,0,4,72,80.78
238,20,4,3,0,2,2,87,1,3,41,88.29
114,5,3,1,4,1,2,4,0,3,34,63.68
213,8,6,4,1,2,4,88,1,5,80,100.0
32,11,6,2,2,4,2,59,0,2,1,84.31
117,16,7,0,1,6,1,32,0,4,6,88.1
86,13,5,4,1,4,1,89,0,3,99,95.94
196,22,13,4,2,2,11,98,0,2,35,100.0
168,9,12,5,3,2,10,25,1,5,58,100.0
233,16,15,3,4,5,10,31,0,4,69,100.0
51,12,3,6,4,1,2,63,0,4,96,96.94
198,7,14,7,2,3,11,86,1,5,74,100.0
162,19,4,5,2,0,4,8,1,4,15,82.21
100,9,14,5,3,0,14,54,1,1,95,100.0
47,5,5,5,2,0,5,15,0,4,73,70.7
71,21,0,8,2,0,0,26,0,5,94,63.98
154,6,8,0,2,1,7,79,0,5,29,93.98
111,14,14,7,2,5,9,14,0,2,34,100.0
197,17,15,10,1,1,14,9,1,5,31,100.0
147,14,9,7,1,6,3,6,0,5,11,100.0
95,7,6,1,0,3,3,24,1,2,71,72.3
65,5,15,6,0,3,12,67,0,5,11,100.0
211,13,5,10,1,4,1,63,0,5,37,100.0
98,17,13,2,0,1,12,17,1,3,5,99.69
80,10,4,2,3,0,4,55,0,5,88,80.15
81,14,13,8,4,3,10,95,0,5,7,100.0
40,17,0,4,3,0,0,81,1,2,63,67.24
82,20,6,6,2,2,4,99,1,5,11,100.0
81,12,7,8,2,0,7,91,0,5,80,100.0
165,18,3,10,0,1,2,19,1,4,68,90.72
112,15,11,9,4,4,7,1,0,1,46,100.0
176,9,14,9,4,5,9,85,1,2,14,100.0
214,19,13,0,3,2,11,20,1,5,57,100.0
218,16,9,4,0,4,5,7,0,2,76,100.0
204,7,13,4,2,2,11,51,1,3,100,100.0
147,20,14,7,1,2,12,83,1,3,70,100.0
136,10,0,4,0,0,0,82,0,5,72,63.31
127,8,0,3,3,0,0,65,1,5,23,76.84
90,14,3,6,2,1,2,44,0,3,32,71.33
205,16,3,5,2,3,0,61,0,4,23,83.12
99,8,8,0,2,0,8,23,1,1,3,74.29
164,22,8,9,2,1,7,23,0,2,66,100.0
37,13,12,3,2,4,8,49,0,4,47,100.0
218,16,13,6,2,0,13,84,0,3,73,100.0
204,10,11,5,0,1,10,97,0,4,62,100.0
182,12,4,7,3,0,4,66,0,1,21,82.98
107,21,12,4,2,6,6,78,0,2,100,100.0
88,15,10,8,3,3,7,23,0,3,87,100.0
32,19,5,10,4,2,3,78,1,4,44,100.0
168,7,6,9,0,3,3,83,1,1,17,100.0
112,12,5,10,4,4,1,69,0,4,6,100.0
153,6,9,10,1,4,5,29,0,4,16,100.0
71,8,5,4,0,3,2,65,1,1,17,75.17
123,7,10,7,0,3,7,13,1,5,69,100.0
124,6,11,0,4,6,5,88,0,1,75,100.0
171,14,5,2,1,0,5,44,0,5,6,66.69
91,15,3,0,3,1,2,14,0,4,37,56.65
220,9,7,8,3,6,1,89,1,2,78,100.0
198,17,6,4,0,1,5,82,1,2,2,88.5
201,16,1,8,4,1,0,99,0,3,74,100.0
58,21,1,1,4,0,1,28,0,3,91,69.23
37,7,3,7,2,1,2,87,1,2,94,96.76
36,14,2,10,3,2,0,73,0,4,2,91.99
53,7,3,9,1,3,0,37,1,3,95,100.0
140,18,13,6,1,3,10,99,1,2,90,100.0
75,14,11,6,2,5,6,81,0,4,45,100.0
171,6,0,0,1,0,0,39,0,2,16,39.34
189,19,5,6,4,1,4,38,1,5,26,100.0
34,18,11,5,3,6,5,89,1,5,42,100.0
121,16,1,4,0,0,1,45,0,4,16,40.25
214,9,6,1,2,0,6,16,1,4,23,82.29
167,19,8,7,3,1,7,13,1,3,81,100.0
188,11,13,5,1,2,11,9,0,3,45,100.0
66,16,6,5,2,3,3,8,0,5,64,100.0
44,18,15,1,2,6,9,72,1,5,92,100.0
180,12,2,8,4,2,0,15,0,4,14,98.21
40,17,2,6,4,2,0,10,1,2,79,87.0
81,21,1,9,3,0,1,27,0,1,48,60.28
187,22,11,6,0,0,11,38,0,4,50,92.39
56,6,15,5,1,0,15,55,0,1,42,100.0
208,11,15,5,4,1,14,98,0,4,81,100.0
86,9,15,7,0,6,9,15,1,4,39,100.0
153,13,8,4,4,5,3,43,0,4,75,100.0
137,11,6,5,4,1,5,8,0,5,64,100.0
118,18,1,2,4,1,0,27,1,2,35,73.55
62,21,0,8,1,0,0,65,0,3,70,57.17
64,18,8,4,4,0,8,28,1,4,80,100.0
131,12,8,7,2,5,3,29,0,2,70,100.0
109,15,8,4,4,3,5,11,0,4,56,100.0
98,5,2,0,2,0,2,53,0,5,89,58.48
221,12,12,4,4,1,11,83,0,2,15,100.0
203,17,0,8,0,0,0,99,1,5,94,91.13
203,15,15,1,1,4,11,81,0,5,3,100.0
78,18,15,4,0,4,11,45,1,4,60,100.0
156,17,9,1,3,1,8,76,1,3,38,100.0
48,16,12,1,4,2,10,86,0,1,68,100.0
169,18,15,5,2,5,10,32,1,3,33,100.0
67,10,10,7,0,1,9,59,0,2,68,92.54
137,15,13,3,0,4,9,27,0,3,45,100.0
132,20,13,10,4,2,11,61,1,5,47,100.0
128,18,13,9,3,0,13,67,1,5,99,100.0
100,8,9,8,0,1,8,80,1,4,96,100.0
62,9,8,9,0,6,2,33,1,4,1,100.0
109,7,11,7,3,6,5,11,1,1,68,100.0
68,10,15,8,2,0,15,81,0,2,4,100.0
240,20,9,6,3,1,8,67,1,1,32,100.0
35,20,2,5,2,0,2,74,1,1,6,67.51
155,10,11,7,3,2,9,91,0,4,21,100.0
67,12,8,3,0,1,7,45,0,5,100,77.57
164,10,15,10,0,4,11,69,0,4,46,100.0
70,18,6,7,1,5,1,34,1,5,50,100.0
88,17,7,1,2,5,2,60,1,4,8,100.0
100,6,6,1,2,0,6,90,0,5,8,83.05
130,15,2,0,2,2,0,86,0,5,97,82.05
75,20,5,5,4,1,4,34,1,1,71,99.32
202,8,1,9,1,0,1,48,1,3,39,90.8
202,18,3,2,0,3,0,23,1,3,15,72.08
38,11,8,8,0,1,7,4,0,1,98,68.96
53,14,12,9,4,0,12,29,0,1,94,100.0
201,6,11,9,2,5,6,61,0,5,56,100.0
175,13,11,8,3,0,11,8,0,1,11,100.0
112,7,8,7,2,2,6,24,1,2,4,100.0
151,22,3,2,4,0,3,41,0,5,28,75.81
145,18,0,6,2,0,0,52,1,2,3,57.65
116,19,0,1,2,0,0,70,1,5,92,79.07
208,16,14,6,2,6,8,14,0,4,68,100.0
42,21,8,2,1,3,5,1,0,1,25,63.78
79,20,5,10,3,3,2,85,1,5,98,100.0
135,10,5,7,2,2,3,77,0,5,79,92.25
87,14,14,10,3,0,14,97,0,3,1,100.0
197,16,6,2,1,6,0,31,0,3,16,100.0
101,8,11,6,1,3,8,14,1,3,46,100.0
188,7,5,10,1,2,3,68,1,5,96,100.0
125,21,7,9,2,3,4,10,0,2,90,100.0
104,9,7,1,3,3,4,58,1,5,6,100.0
169,20,6,4,3,3,3,72,1,2,7,100.0
203,19,7,0,2,3,4,56,1,5,32,100.0
91,19,14,3,1,2,12,58,1,2,50,100.0
86,9,5,7,0,2,3,6,1,5,57,100.0
107,18,0,3,4,0,0,78,1,1,36,65.57
147,13,6,9,0,4,2,0,0,3,47,97.73
162,9,11,6,2,3,8,52,1,1,10,100.0
163,9,10,2,3,5,5,68,1,3,63,100.0
236,5,6,10,1,0,6,67,0,3,27,94.45
37,12,13,8,0,3,10,100,0,4,79,100.0
97,6,7,6,2,5,2,65,0,3,29,100.0
112,14,6,1,1,0,6,7,0,2,28,48.03
186,12,3,0,2,0,3,3,0,4,75,58.68
31,9,8,2,4,4,4,51,1,2,23,100.0
229,9,10,8,3,1,9,74,1,2,24,100.0
63,5,14,6,4,3,11,33,0,2,88,100.0
203,16,14,2,4,2,12,45,0,3,75,100.0
135,15,8,8,3,3,5,69,0,2,69,100.0
167,5,2,8,2,0,2,82,0,1,48,76.09
217,14,11,6,2,3,8,11,0,5,10,100.0
36,9,11,2,3,1,10,60,1,5,34,100.0
210,11,5,10,0,0,5,50,0,4,66,90.0
186,14,6,4,4,0,6,47,0,1,81,90.08
144,14,15,9,0,6,9,65,0,3,83,100.0
210,12,8,7,2,2,6,28,0,3,76,100.0
132,17,12,1,0,6,6,95,1,3,60,100.0
135,13,8,2,3,0,8,33,0,4,93,96.24
137,7,10,4,0,6,4,56,1,1,75,100.0
185,5,13,7,1,4,9,15,0,5,90,100.0
213,21,12,10,1,4,8,59,0,4,52,100.0
198,15,9,6,2,1,8,87,0,2,99,100.0
170,8,8,3,4,0,8,4,1,1,84,93.2
110,6,10,4,4,1,9,22,0,5,85,100.0
87,17,11,3,2,3,8,33,1,4,95,100.0
190,13,11,7,1,3,8,49,0,5,52,100.0
94,5,14,10,2,2,12,70,0,3,42,100.0
221,12,10,4,3,0,10,76,0,1,13,100.0
211,10,3,8,0,0,3,10,0,4,61,64.55
239,15,10,7,4,0,10,83,0,5,69,100.0
32,14,1,6,3,1,0,39,0,5,36,63.24
67,12,5,0,2,3,2,27,0,3,99,79.6
169,14,14,4,1,2,12,0,0,3,42,100.0
80,7,8,2,1,5,3,54,1,3,52,100.0
125,11,4,5,4,0,4,64,0,4,30,87.5
55,17,7,8,4,0,7,88,1,4,69,100.0
103,13,6,3,1,0,6,59,0,1,28,65.22
141,16,5,3,1,5,0,99,0,4,90,100.0
62,10,15,6,4,2,13,96,0,1,97,100.0
146,10,5,7,2,0,5,24,0,3,2,66.79
40,13,10,9,2,0,10,33,0,1,53,92.51
57,22,6,8,4,5,1,5,0,2,44,100.0
163,11,3,2,0,3,0,36,0,3,96,65.29
153,12,2,10,0,0,2,88,0,5,4,82.16
92,21,14,0,4,0,14,84,0,4,11,100.0
95,19,14,0,4,1,13,11,1,2,38,100.0
75,9,6,7,4,6,0,33,1,1,93,100.0
165,16,2,3,3,0,2,1,0,5,90,67.48
212,5,2,10,2,2,0,17,0,3,48,94.4
49,6,4,7,1,4,0,70,0,5,77,93.67
181,11,12,6,0,0,12,86,0,4,70,100.0
169,19,9,0,1,6,3,30,1,4,20,100.0
143,19,12,9,3,5,7,34,1,1,69,100.0
72,8,13,4,4,0,13,95,1,4,39,100.0
175,12,14,4,0,0,14,89,0,2,51,100.0
109,11,3,1,2,1,2,90,0,1,90,63.87
232,19,2,0,2,1,1,22,1,3,73,72.94
96,18,6,9,4,6,0,44,1,1,87,100.0
32,12,5,0,1,4,1,45,0,5,100,80.03
99,18,3,10,4,0,3,77,1,1,22,88.63
193,16,2,1,1,1,1,5,0,5,98,73.15
186,21,5,7,3,5,0,80,0,1,53,100.0
82,14,12,2,1,3,9,37,0,5,75,100.0
31,13,3,1,4,3,0,53,0,2,21,71.15
160,10,7,8,2,0,7,15,0,1,84,84.66
186,19,8,5,4,4,4,22,1,4,80,100.0
88,21,0,10,0,0,0,95,0,1,35,59.2
223,16,0,7,3,0,0,61,0,1,36,65.93
175,20,14,9,4,1,13,84,1,1,15,100.0
94,22,15,1,0,4,11,81,0,4,23,100.0
114,7,12,9,4,3,9,87,1,4,14,100.0
126,18,13,7,2,3,10,53,1,5,62,100.0
225,7,13,3,2,6,7,47,1,3,19,100.0
185,14,6,2,1,4,2,29,0,2,72,89.24
151,19,14,0,3,6,8,34,1,1,32,100.0
157,10,13,10,1,1,12,7,0,4,8,100.0
120,18,2,4,4,0,2,11,1,2,91,80.0
99,13,3,7,1,1,2,85,0,5,23,86.87
219,22,1,8,0,1,0,96,0,1,95,72.44
164,20,14,7,4,5,9,36,1,3,39,100.0
62,20,2,10,3,2,0,11,1,4,74,100.0
184,5,4,4,3,0,4,90,0,1,87,77.54
202,10,14,6,2,2,12,44,0,5,26,100.0
78,5,2,7,3,0,2,94,0,4,64,85.86
116,21,6,5,1,0,6,89,0,3,62,84.44
171,8,12,8,2,2,10,32,1,2,30,100.0
232,20,8,10,2,2,6,34,1,5,66,100.0
54,15,3,7,0,1,2,82,0,5,66,75.0
238,21,4,2,3,0,4,41,0,2,42,80.71
90,18,5,7,0,5,0,61,1,3,42,100.0
51,10,15,6,0,3,12,85,0,5,92,100.0
54,14,0,3,3,0,0,67,0,2,29,52.35
39,16,0,5,0,0,0,85,0,1,53,39.47
116,17,4,7,3,2,2,17,1,1,96,93.5
199,21,13,2,4,2,11,39,0,2,60,100.0
122,20,14,0,0,4,10,9,1,3,77,100.0
128,9,7,8,4,3,4,74,1,1,49,100.0
235,17,11,1,2,5,6,60,1,5,79,100.0
207,18,6,9,3,4,2,68,1,2,90,100.0
171,14,2,7,0,2,0,100,0,5,30,92.69
228,14,5,2,4,1,4,58,0,5,69,99.25
191,16,1,6,0,0,1,5,0,5,42,50.11
121,11,8,2,1,3,5,14,0,2,78,79.91
