asset_id,department,asset_type,criticality,health_score,failure_risk,asset_age_years,days_since_inspection,defect_count,urgent_defect_count,max_safety_impact,repeat_failure,maintenance_count,corrective_maintenance_count,previous_failure_count,urgent_maintenance
ML-04451,ENGINEERING,Track,4,79.64,40.5,8.4,114,0,0,0,1,6,1,3,1
ML-04452,S&T,Point Machine,4,72.52,50.88,13.2,239,3,1,2,0,4,1,2,0
ML-04453,S&T,Signal,2,71.42,34.87,17.9,110,1,0,2,1,1,0,1,0
ML-04454,TRD,Section Insulator,5,71.5,67.98,20.5,72,4,0,3,0,3,0,1,1
ML-04455,ENGINEERING,Track,4,90.51,29.0,2.4,60,0,0,0,1,3,0,0,0
ML-04456,TRD,OHE,4,69.23,54.89,14.1,232,2,2,1,1,2,1,0,0
ML-04457,TRD,OHE,4,58.84,48.13,11.3,64,4,1,3,0,1,0,1,0
ML-04458,ENGINEERING,Bridge,5,63.79,53.98,12.6,104,0,0,0,0,6,2,2,1
ML-04459,ENGINEERING,Point & Crossing,5,72.14,49.06,7.3,84,2,2,3,1,3,1,2,1
ML-04460,TRD,Transformer,4,70.13,50.64,12.9,212,1,0,5,0,2,1,1,0
ML-04461,S&T,Signal,4,74.64,48.08,5.8,90,0,0,0,1,5,3,2,1
ML-04462,TRD,OHE,3,76.56,41.82,16.2,148,0,0,0,1,1,0,1,0
ML-04463,TRD,Section Insulator,5,60.18,57.89,12.5,87,1,0,3,1,1,1,1,0
ML-04464,S&T,Axle Counter,4,77.55,44.52,7.3,130,0,0,0,1,4,1,1,0
ML-04465,ENGINEERING,Track,3,73.36,49.92,26.9,110,2,2,3,1,1,0,1,0
ML-04466,S&T,Point Machine,1,95.05,14.8,8.2,86,1,0,1,0,1,0,0,0
ML-04467,TRD,Transformer,3,56.35,61.9,19.1,110,0,0,0,0,4,1,2,0
ML-04468,TRD,Transformer,3,59.41,57.03,20.8,215,3,0,3,0,12,9,4,0
ML-04469,S&T,Signal,4,92.24,39.75,9.7,64,3,0,3,1,3,2,1,0
ML-04470,ENGINEERING,Point & Crossing,5,85.72,33.62,7.0,33,2,0,3,0,3,1,1,0
ML-04471,S&T,Point Machine,5,71.19,46.57,10.9,48,1,1,2,1,3,2,1,0
ML-04472,S&T,Axle Counter,4,78.8,47.13,9.3,61,1,0,2,0,3,2,2,0
ML-04473,ENGINEERING,Bridge,1,95.57,22.76,4.8,102,1,0,4,0,3,2,0,0
ML-04474,TRD,Section Insulator,3,58.82,48.64,11.4,179,0,0,0,0,2,1,1,0
ML-04475,ENGINEERING,Bridge,2,77.48,24.18,1.7,63,0,0,0,0,2,0,0,0
ML-04476,TRD,Section Insulator,2,59.75,53.95,10.6,32,1,0,3,1,1,1,1,0
ML-04477,TRD,OHE,5,93.92,36.17,5.5,13,2,0,3,0,3,1,1,0
ML-04478,ENGINEERING,Point & Crossing,3,85.39,38.77,5.3,47,0,0,0,0,5,2,1,0
ML-04479,TRD,Section Insulator,2,72.44,30.15,9.8,34,0,0,0,1,2,0,0,1
ML-04480,S&T,Signal,5,78.17,44.93,10.0,103,3,1,5,1,4,2,2,0
ML-04481,S&T,Point Machine,4,80.14,31.98,7.7,24,2,2,3,1,1,1,0,1
ML-04482,TRD,OHE,2,65.11,38.32,18.6,98,3,0,2,1,3,2,0,0
ML-04483,S&T,Point Machine,3,80.74,32.67,10.5,40,0,0,0,1,4,1,2,1
ML-04484,ENGINEERING,Track,2,81.42,31.97,11.8,65,1,0,5,0,2,2,0,1
ML-04485,TRD,Section Insulator,1,67.47,34.99,16.8,105,2,0,2,0,3,1,0,1
ML-04486,ENGINEERING,Point & Crossing,4,73.64,51.0,15.0,57,3,2,2,1,2,1,1,0
ML-04487,TRD,Transformer,4,69.9,53.66,10.2,251,1,0,3,1,5,1,2,0
ML-04488,S&T,Signal,4,74.25,49.77,7.0,128,2,0,3,1,3,2,2,0
ML-04489,TRD,Section Insulator,5,56.12,76.29,14.5,134,1,1,3,1,5,4,3,1
ML-04490,S&T,Axle Counter,4,89.97,42.45,4.8,86,0,0,0,0,5,3,2,0
ML-04491,TRD,Transformer,2,85.79,36.05,8.1,66,1,0,3,1,1,1,0,0
ML-04492,S&T,Signal,4,75.58,64.48,16.8,26,3,1,3,0,1,1,1,0
ML-04493,ENGINEERING,Point & Crossing,4,74.97,51.12,12.9,170,2,0,2,1,3,1,1,0
ML-04494,ENGINEERING,Bridge,3,47.18,73.28,29.1,87,2,2,3,0,7,5,3,1
ML-04495,TRD,OHE,3,85.26,33.73,13.1,73,0,0,0,0,0,0,0,0
ML-04496,ENGINEERING,Track,3,83.78,31.21,9.0,37,1,1,3,0,3,1,1,1
ML-04497,ENGINEERING,Point & Crossing,3,74.65,49.04,21.6,185,0,0,0,1,6,3,2,0
ML-04498,ENGINEERING,Bridge,4,69.23,45.73,15.4,20,3,2,4,1,4,1,1,0
ML-04499,ENGINEERING,Point & Crossing,4,69.04,47.01,13.7,14,0,0,0,0,2,1,0,0
ML-04500,ENGINEERING,Point & Crossing,3,59.91,39.65,15.1,115,2,2,4,1,6,2,2,0
ML-04501,TRD,Transformer,2,93.73,19.97,10.3,196,1,1,3,0,2,1,2,1
ML-04502,S&T,Axle Counter,4,70.23,49.79,12.8,52,0,0,0,0,1,0,1,1
ML-04503,S&T,Point Machine,2,93.15,19.19,8.6,63,1,0,3,0,5,1,3,0
ML-04504,ENGINEERING,Bridge,5,84.02,41.01,4.7,101,3,2,1,0,4,2,4,0
ML-04505,ENGINEERING,Point & Crossing,3,84.12,36.62,11.1,39,0,0,0,0,3,1,1,0
ML-04506,TRD,OHE,2,72.61,33.2,10.8,125,2,0,3,1,5,0,1,0
ML-04507,S&T,Axle Counter,3,73.06,37.31,10.9,180,1,0,2,0,2,1,0,0
ML-04508,S&T,Signal,2,57.15,42.42,16.0,60,2,1,5,1,7,0,3,0
ML-04509,ENGINEERING,Bridge,5,82.04,53.1,7.7,104,3,1,3,0,4,2,2,0
ML-04510,ENGINEERING,Point & Crossing,5,74.83,50.53,10.5,58,2,1,2,0,3,1,2,0
ML-04511,TRD,Transformer,5,78.57,46.16,6.9,80,4,1,3,1,3,3,0,0
ML-04512,S&T,Axle Counter,2,90.18,22.51,6.4,71,0,0,0,0,0,0,0,0
ML-04513,TRD,OHE,4,45.63,70.03,30.0,46,3,1,3,1,4,3,2,0
ML-04514,ENGINEERING,Track,3,74.89,44.46,13.8,34,1,0,3,0,6,3,2,0
ML-04515,ENGINEERING,Point & Crossing,3,100.0,17.99,6.0,158,0,0,0,1,1,1,0,0
ML-04516,S&T,Signal,4,89.84,32.62,7.6,47,0,0,0,0,3,0,1,0
ML-04517,ENGINEERING,Track,3,60.01,60.76,14.9,40,0,0,0,0,3,1,2,0
ML-04518,S&T,Point Machine,1,71.49,31.99,13.7,26,1,1,3,1,1,0,0,0
ML-04519,TRD,OHE,5,79.98,52.63,11.7,32,4,2,2,1,3,1,1,1
ML-04520,ENGINEERING,Point & Crossing,4,58.29,57.8,18.3,103,1,0,4,0,3,0,1,0
ML-04521,ENGINEERING,Point & Crossing,3,84.11,32.21,12.4,62,0,0,0,0,3,0,1,0
ML-04522,ENGINEERING,Point & Crossing,1,66.63,32.45,16.3,179,1,0,3,1,3,0,0,0
ML-04523,ENGINEERING,Point & Crossing,4,47.97,67.64,18.5,56,4,2,3,1,3,1,2,1
ML-04524,S&T,Signal,1,61.14,48.99,24.5,204,5,0,3,0,4,3,1,0
ML-04525,S&T,Axle Counter,3,87.82,24.03,5.7,129,2,0,4,0,1,1,0,0
ML-04526,ENGINEERING,Bridge,3,84.82,29.2,12.3,52,0,0,0,0,3,1,0,0
ML-04527,ENGINEERING,Bridge,5,77.59,56.94,9.1,142,2,1,3,1,3,1,0,1
ML-04528,ENGINEERING,Bridge,1,79.97,24.68,10.8,83,1,0,1,0,1,1,0,0
ML-04529,TRD,Section Insulator,2,84.55,28.72,5.6,90,2,0,1,0,2,0,2,1
ML-04530,TRD,Transformer,4,79.85,43.36,9.8,99,1,1,3,0,4,1,2,1
ML-04531,ENGINEERING,Point & Crossing,5,61.35,53.19,10.6,121,2,1,4,0,3,3,1,1
ML-04532,ENGINEERING,Bridge,4,83.87,42.85,5.5,40,1,0,3,1,2,1,0,0
ML-04533,S&T,Signal,2,84.42,26.36,10.4,19,1,0,2,1,3,1,1,0
ML-04534,ENGINEERING,Track,3,73.33,41.74,11.2,131,0,0,0,0,1,1,0,0
ML-04535,S&T,Signal,3,45.53,77.63,27.2,64,4,3,5,1,6,5,2,1
ML-04536,ENGINEERING,Track,3,72.94,51.23,26.6,39,3,2,2,0,1,0,1,1
ML-04537,TRD,Section Insulator,3,68.1,53.75,6.4,210,0,0,0,1,3,2,2,0
ML-04538,ENGINEERING,Bridge,3,63.98,54.75,16.3,112,0,0,0,0,6,4,1,0
ML-04539,S&T,Signal,2,88.06,26.04,10.5,51,2,1,3,1,3,1,1,0
ML-04540,TRD,Transformer,4,73.49,38.35,4.7,107,0,0,0,0,1,1,0,0
ML-04541,ENGINEERING,Track,3,65.0,54.54,22.6,56,0,0,0,1,6,3,3,0
ML-04542,ENGINEERING,Point & Crossing,4,60.46,47.94,14.3,84,3,1,4,1,3,2,2,0
ML-04543,TRD,OHE,2,74.9,40.23,11.6,48,0,0,0,0,3,0,1,0
ML-04544,ENGINEERING,Point & Crossing,1,78.83,28.25,15.3,78,0,0,0,1,4,3,0,0
ML-04545,ENGINEERING,Point & Crossing,2,61.64,59.75,23.2,36,0,0,0,1,1,1,0,1
ML-04546,ENGINEERING,Track,5,76.21,51.58,4.0,65,1,0,4,0,4,1,0,0
ML-04547,TRD,Transformer,4,77.6,44.69,13.6,27,1,1,2,1,3,3,1,1
ML-04548,TRD,OHE,1,75.12,33.36,15.4,130,4,0,2,1,3,0,0,0
ML-04549,ENGINEERING,Track,4,68.43,52.5,16.4,210,0,0,0,1,6,4,2,0
ML-04550,S&T,Axle Counter,2,76.41,40.12,22.6,95,0,0,0,0,3,1,1,0
ML-04551,TRD,OHE,4,77.39,41.56,7.1,63,1,1,3,1,0,0,0,0
ML-04552,ENGINEERING,Bridge,5,77.87,53.29,14.1,127,2,1,4,0,6,2,4,1
ML-04553,TRD,Section Insulator,4,62.5,64.72,24.9,118,1,0,2,0,8,4,3,1
ML-04554,TRD,Section Insulator,2,84.18,32.88,8.5,105,0,0,0,0,2,0,0,1
ML-04555,TRD,Section Insulator,4,76.2,50.74,11.0,136,2,0,5,1,4,0,2,0
ML-04556,ENGINEERING,Bridge,3,63.6,56.66,21.1,90,1,1,1,1,3,1,2,0
ML-04557,ENGINEERING,Track,4,79.52,43.93,7.0,75,4,1,1,0,6,2,3,0
ML-04558,ENGINEERING,Point & Crossing,1,93.0,7.1,6.3,225,1,0,2,1,1,1,0,0
ML-04559,ENGINEERING,Bridge,5,64.56,55.98,18.3,48,4,4,3,1,6,3,1,0
ML-04560,S&T,Signal,2,65.79,41.66,15.3,103,2,1,3,0,5,1,0,1
ML-04561,ENGINEERING,Point & Crossing,4,57.88,74.96,19.9,115,0,0,0,1,3,1,1,0
ML-04562,TRD,Transformer,2,81.48,28.68,8.6,171,2,0,3,0,1,0,0,0
ML-04563,ENGINEERING,Bridge,3,81.89,37.53,8.8,95,2,0,3,1,3,1,1,1
ML-04564,TRD,Section Insulator,3,55.31,53.65,22.4,39,1,0,3,0,2,1,1,0
ML-04565,TRD,Section Insulator,4,58.7,73.74,23.3,163,1,1,4,1,6,4,3,0
ML-04566,S&T,Axle Counter,3,78.05,45.4,11.4,124,2,0,3,0,2,1,0,0
ML-04567,S&T,Signal,3,82.94,40.71,16.6,71,2,0,3,0,1,0,0,0
ML-04568,TRD,Section Insulator,5,89.9,49.93,8.3,54,1,0,2,0,2,2,1,0
ML-04569,S&T,Point Machine,3,70.37,44.12,14.5,93,1,1,3,0,6,3,3,0
ML-04570,TRD,Transformer,2,77.36,33.59,12.4,104,0,0,0,0,4,0,2,1
ML-04571,S&T,Point Machine,5,80.36,49.94,10.1,135,1,0,5,0,7,4,3,0
ML-04572,ENGINEERING,Track,4,65.98,58.19,19.2,133,2,0,2,1,5,4,2,0
ML-04573,S&T,Point Machine,5,45.86,87.27,29.8,97,3,1,2,1,6,5,4,0
ML-04574,ENGINEERING,Track,2,76.74,26.72,7.7,26,3,0,2,1,1,0,1,0
ML-04575,TRD,OHE,5,62.48,53.83,5.8,60,2,0,3,1,3,2,1,0
ML-04576,ENGINEERING,Track,4,94.27,24.07,3.9,61,3,1,2,0,4,0,0,0
ML-04577,S&T,Point Machine,2,77.66,30.47,8.0,111,2,0,3,0,6,3,1,0
ML-04578,ENGINEERING,Bridge,2,75.06,40.83,8.4,159,1,0,3,0,2,1,1,1
ML-04579,TRD,Transformer,3,88.5,38.64,12.1,64,1,1,3,1,7,1,0,0
ML-04580,TRD,Transformer,1,78.09,31.14,12.0,222,1,0,3,0,3,1,1,0
ML-04581,ENGINEERING,Point & Crossing,2,80.39,25.61,14.5,49,2,0,3,0,3,2,0,0
ML-04582,ENGINEERING,Bridge,5,63.32,67.77,18.8,95,2,1,1,1,3,2,3,1
ML-04583,ENGINEERING,Track,4,69.92,59.17,14.9,62,2,1,3,0,6,3,4,1
ML-04584,S&T,Axle Counter,4,88.62,33.88,5.5,42,1,0,4,1,2,1,1,1
ML-04585,ENGINEERING,Bridge,5,73.95,60.47,15.6,35,2,0,2,0,1,1,1,0
ML-04586,TRD,Transformer,4,58.93,69.67,17.6,35,1,1,4,0,5,3,1,0
ML-04587,ENGINEERING,Bridge,3,79.38,45.32,14.6,86,2,0,2,0,1,0,1,0
ML-04588,S&T,Axle Counter,4,58.03,55.69,13.3,114,1,0,4,1,4,2,2,1
ML-04589,ENGINEERING,Bridge,5,79.17,56.61,12.4,114,1,0,5,1,3,1,1,0
ML-04590,ENGINEERING,Track,5,52.05,64.71,17.2,159,2,0,2,1,5,2,4,0
ML-04591,TRD,Transformer,3,98.05,31.67,4.9,173,0,0,0,1,1,0,0,0
ML-04592,S&T,Signal,3,57.58,60.56,21.5,61,2,1,4,1,4,2,2,0
ML-04593,TRD,Transformer,3,81.5,46.15,12.7,36,0,0,0,0,2,1,0,0
ML-04594,ENGINEERING,Track,4,84.69,32.86,8.5,92,3,2,3,0,1,1,0,0
ML-04595,ENGINEERING,Track,3,80.71,43.54,15.9,118,4,1,3,1,2,2,2,0
ML-04596,TRD,OHE,4,63.02,59.27,18.5,83,2,0,5,0,5,3,2,0
ML-04597,ENGINEERING,Point & Crossing,1,84.91,18.13,7.5,112,1,0,2,0,0,0,0,0
ML-04598,S&T,Signal,4,69.39,47.27,15.8,147,1,0,2,0,1,1,0,0
ML-04599,TRD,OHE,5,79.39,46.32,3.0,49,0,0,0,0,5,1,2,0
ML-04600,TRD,Transformer,5,71.04,58.43,14.8,40,4,1,2,0,3,3,0,0
ML-04601,S&T,Signal,5,72.75,54.37,8.2,134,5,2,3,1,2,1,2,0
ML-04602,TRD,Transformer,3,78.85,36.91,8.1,176,1,0,2,0,1,0,0,0
ML-04603,ENGINEERING,Track,4,76.2,45.03,8.7,63,1,0,2,1,0,0,0,0
ML-04604,TRD,OHE,4,82.44,40.72,5.0,88,2,0,2,0,1,0,1,0
ML-04605,S&T,Signal,2,72.96,36.67,12.2,137,0,0,0,1,0,0,0,0
ML-04606,TRD,Transformer,3,67.07,51.29,16.5,75,0,0,0,1,3,0,1,0
ML-04607,ENGINEERING,Bridge,2,83.32,31.78,8.7,80,1,1,2,0,4,1,1,0
ML-04608,ENGINEERING,Bridge,2,83.53,32.36,8.8,63,1,0,3,0,4,3,0,1
ML-04609,ENGINEERING,Track,5,58.51,67.97,19.8,36,3,1,3,1,4,2,0,0
ML-04610,S&T,Axle Counter,1,82.46,31.54,11.4,133,0,0,0,0,3,2,0,0
ML-04611,TRD,Section Insulator,3,80.66,35.65,11.5,130,3,1,3,0,2,0,0,0
ML-04612,TRD,Section Insulator,2,81.56,29.79,12.3,96,2,0,2,1,1,1,0,1
ML-04613,S&T,Point Machine,5,51.09,79.37,20.0,23,3,2,3,1,5,3,4,0
ML-04614,ENGINEERING,Bridge,5,88.1,53.94,13.0,130,0,0,0,1,4,2,3,0
ML-04615,S&T,Point Machine,3,84.59,30.17,8.1,159,2,0,3,1,2,1,0,1
ML-04616,ENGINEERING,Track,5,79.31,49.24,12.6,53,1,0,4,1,4,2,0,1
ML-04617,ENGINEERING,Point & Crossing,3,85.17,31.54,8.3,109,1,1,3,0,3,2,1,0
ML-04618,ENGINEERING,Bridge,5,86.92,38.64,2.0,58,0,0,0,1,3,0,0,1
ML-04619,TRD,Transformer,5,92.41,36.69,6.4,16,3,0,3,0,2,0,0,0
ML-04620,S&T,Point Machine,4,74.82,52.25,13.5,63,0,0,0,1,4,2,1,0
ML-04621,S&T,Signal,4,82.24,33.76,4.8,89,0,0,0,1,2,0,0,0
ML-04622,TRD,Transformer,3,87.35,25.37,4.6,66,2,1,2,1,8,3,4,0
ML-04623,ENGINEERING,Bridge,3,86.35,32.96,7.4,27,0,0,0,0,2,0,1,0
ML-04624,TRD,Section Insulator,3,81.51,36.71,8.3,60,2,0,2,1,3,0,1,0
ML-04625,TRD,Transformer,5,78.63,55.86,12.5,152,3,1,3,1,3,1,1,1
ML-04626,ENGINEERING,Bridge,1,80.87,28.77,5.9,48,0,0,0,0,0,0,0,0
ML-04627,TRD,Transformer,2,86.74,30.73,12.2,18,1,0,3,0,3,1,2,0
ML-04628,S&T,Axle Counter,3,74.76,44.0,18.2,72,0,0,0,1,3,1,1,1
ML-04629,TRD,Section Insulator,5,74.28,45.07,14.2,148,2,0,4,0,3,1,2,0
ML-04630,ENGINEERING,Bridge,4,72.51,52.8,15.0,225,2,1,3,1,3,1,1,0
ML-04631,ENGINEERING,Point & Crossing,3,58.35,38.01,11.5,134,3,1,4,1,3,3,1,0
ML-04632,ENGINEERING,Point & Crossing,5,89.37,43.13,3.0,119,1,0,3,1,4,2,2,0
ML-04633,ENGINEERING,Track,2,84.5,27.56,14.2,37,2,0,1,0,3,1,2,0
ML-04634,ENGINEERING,Track,2,79.14,32.88,10.0,105,1,1,3,0,3,0,1,0
ML-04635,ENGINEERING,Point & Crossing,3,74.89,33.05,3.6,197,3,1,3,0,4,3,2,0
ML-04636,ENGINEERING,Point & Crossing,4,87.8,31.95,3.9,162,4,1,3,0,3,0,0,1
ML-04637,S&T,Signal,3,80.83,50.03,16.1,77,0,0,0,0,3,3,0,0
ML-04638,ENGINEERING,Point & Crossing,1,80.26,30.85,15.6,264,1,0,3,0,3,1,1,0
ML-04639,TRD,OHE,5,77.8,51.29,7.9,42,4,1,5,1,4,3,1,1
ML-04640,S&T,Point Machine,3,79.48,36.88,4.1,37,0,0,0,0,3,2,1,0
ML-04641,ENGINEERING,Point & Crossing,2,85.82,33.6,9.0,51,0,0,0,0,4,0,0,0
ML-04642,TRD,Transformer,1,80.04,22.87,6.3,176,1,0,2,0,7,0,0,0
ML-04643,ENGINEERING,Bridge,4,87.85,38.97,9.4,81,2,0,3,1,3,0,0,0
ML-04644,S&T,Signal,5,74.38,41.87,11.6,96,4,1,4,0,2,2,0,0
ML-04645,TRD,OHE,3,81.26,31.2,4.9,16,2,0,4,0,2,2,0,0
ML-04646,S&T,Axle Counter,1,98.24,17.04,10.8,43,0,0,0,0,2,1,0,1
ML-04647,TRD,OHE,5,87.64,43.53,9.8,80,2,0,1,0,3,3,1,0
ML-04648,S&T,Signal,5,97.0,35.29,3.6,32,2,0,3,0,3,1,1,0
ML-04649,ENGINEERING,Bridge,3,69.64,53.27,19.0,28,0,0,0,1,4,1,1,1
ML-04650,TRD,Transformer,3,60.06,57.68,25.5,116,3,0,1,0,9,5,4,0
ML-04651,ENGINEERING,Track,1,67.86,41.8,21.8,136,0,0,0,0,1,1,0,0
ML-04652,ENGINEERING,Bridge,3,87.94,32.58,12.5,41,0,0,0,0,2,2,0,0
ML-04653,ENGINEERING,Track,4,86.97,47.27,7.8,38,0,0,0,0,6,4,1,0
ML-04654,S&T,Axle Counter,3,83.53,48.21,13.6,153,2,0,3,0,3,3,3,0
ML-04655,S&T,Axle Counter,3,76.66,35.52,13.9,65,1,0,5,0,6,3,1,0
ML-04656,TRD,OHE,5,69.75,48.89,3.8,107,1,0,2,0,4,1,1,0
ML-04657,ENGINEERING,Point & Crossing,2,58.74,56.33,23.5,86,2,1,4,1,4,2,2,0
ML-04658,ENGINEERING,Track,5,76.27,43.83,3.5,67,1,0,5,1,3,1,2,0
ML-04659,S&T,Signal,1,70.22,33.4,15.6,81,2,0,5,0,0,0,0,0
ML-04660,TRD,Transformer,2,60.19,46.62,19.3,91,1,1,5,1,2,0,0,0
ML-04661,ENGINEERING,Bridge,3,82.64,30.21,7.3,147,0,0,0,0,4,2,1,0
ML-04662,ENGINEERING,Point & Crossing,4,80.47,45.1,13.0,78,0,0,0,1,4,1,1,0
ML-04663,TRD,Transformer,5,71.98,44.06,10.2,186,0,0,0,0,2,1,0,1
ML-04664,S&T,Axle Counter,3,80.9,33.8,10.0,65,0,0,0,1,1,0,0,0
ML-04665,S&T,Axle Counter,2,80.4,27.84,7.8,105,2,0,2,0,2,1,0,0
ML-04666,TRD,OHE,4,88.86,39.82,6.3,85,2,1,2,1,3,1,2,0
ML-04667,S&T,Point Machine,2,89.09,19.03,7.6,186,2,0,3,1,0,0,0,0
ML-04668,TRD,Transformer,3,87.07,23.84,4.8,45,0,0,0,0,3,0,2,0
ML-04669,S&T,Axle Counter,3,62.75,55.91,18.9,30,2,2,2,1,1,0,0,0
ML-04670,S&T,Signal,3,61.05,47.18,16.7,84,1,0,4,1,4,3,2,0
ML-04671,TRD,Transformer,3,35.75,68.29,23.1,62,3,2,3,1,3,0,2,0
ML-04672,ENGINEERING,Bridge,4,73.26,54.88,12.6,56,0,0,0,0,3,1,1,1
ML-04673,ENGINEERING,Point & Crossing,2,96.33,23.15,7.1,55,0,0,0,0,6,1,1,0
ML-04674,S&T,Signal,4,56.72,62.13,13.6,89,1,0,3,0,4,2,2,1
ML-04675,S&T,Signal,4,67.07,61.26,12.0,58,2,1,3,1,6,4,3,0
ML-04676,ENGINEERING,Point & Crossing,4,66.13,52.66,13.9,75,1,0,3,0,4,2,2,1
ML-04677,TRD,Section Insulator,4,66.32,46.61,12.5,29,1,1,2,1,5,4,3,1
ML-04678,S&T,Point Machine,4,86.96,43.75,12.2,142,1,0,4,1,2,1,1,0
ML-04679,S&T,Point Machine,4,74.35,53.63,11.6,19,0,0,0,1,3,1,3,0
ML-04680,S&T,Signal,4,83.24,34.94,6.9,29,2,2,3,0,5,2,2,1
ML-04681,S&T,Point Machine,4,48.41,62.06,19.0,102,5,3,3,0,3,1,2,1
ML-04682,S&T,Point Machine,4,84.26,40.79,3.4,24,0,0,0,0,2,1,2,1
ML-04683,S&T,Signal,5,74.05,42.62,8.2,20,0,0,0,0,3,2,1,1
ML-04684,S&T,Signal,3,71.98,37.34,8.3,90,1,0,2,1,0,0,0,0
ML-04685,ENGINEERING,Bridge,3,71.47,35.65,9.0,157,2,0,3,0,3,0,1,0
ML-04686,TRD,OHE,3,65.98,54.79,20.9,66,0,0,0,0,2,0,0,0
ML-04687,ENGINEERING,Bridge,3,80.92,31.74,8.3,135,1,0,1,1,3,1,2,0
ML-04688,ENGINEERING,Point & Crossing,4,68.87,49.63,11.1,204,2,0,3,0,4,3,2,1
ML-04689,S&T,Signal,5,56.25,65.05,15.5,31,1,1,4,0,9,4,4,1
ML-04690,ENGINEERING,Bridge,3,70.17,49.42,19.4,40,1,0,2,1,3,1,2,1
ML-04691,ENGINEERING,Track,1,89.0,18.81,4.4,80,1,0,3,0,1,0,0,1
ML-04692,ENGINEERING,Point & Crossing,4,52.24,73.57,24.1,48,2,1,2,1,3,2,1,0
ML-04693,ENGINEERING,Bridge,2,89.71,30.99,12.8,74,0,0,0,0,5,2,1,0
ML-04694,S&T,Signal,2,82.51,31.7,10.3,78,1,0,3,1,2,0,1,0
ML-04695,ENGINEERING,Point & Crossing,4,68.5,48.27,9.3,21,2,0,3,0,4,2,1,0
ML-04696,ENGINEERING,Track,4,61.59,58.25,17.6,32,1,0,3,1,6,2,4,1
ML-04697,ENGINEERING,Track,3,70.2,47.15,16.1,85,2,1,3,1,2,2,0,0
ML-04698,TRD,Transformer,1,84.64,11.05,6.7,51,0,0,0,1,1,0,0,0
ML-04699,TRD,Section Insulator,3,78.97,47.58,10.3,168,2,0,5,1,4,1,1,1
ML-04700,ENGINEERING,Track,4,82.81,28.48,5.4,32,0,0,0,0,3,1,0,0
ML-04701,ENGINEERING,Bridge,5,75.9,60.14,15.3,88,4,1,4,1,2,1,1,0
ML-04702,TRD,Transformer,3,80.38,37.07,15.4,81,0,0,0,1,9,2,1,0
ML-04703,S&T,Point Machine,5,68.43,59.13,18.3,109,2,0,3,1,5,3,3,0
ML-04704,ENGINEERING,Bridge,3,75.17,37.87,8.8,25,3,1,2,0,7,3,1,0
ML-04705,ENGINEERING,Track,4,71.4,56.06,7.9,42,3,1,3,0,3,0,2,0
ML-04706,S&T,Point Machine,3,90.47,32.04,9.8,73,1,1,3,0,3,0,0,0
ML-04707,S&T,Axle Counter,2,93.65,22.09,2.9,46,0,0,0,0,0,0,0,0
ML-04708,ENGINEERING,Point & Crossing,1,84.65,18.25,11.4,96,2,0,1,1,8,4,1,0
ML-04709,S&T,Point Machine,4,61.61,52.35,12.7,46,2,0,2,1,7,2,3,0
ML-04710,TRD,Section Insulator,4,47.99,76.06,27.3,64,3,1,3,1,2,2,2,0
ML-04711,ENGINEERING,Bridge,4,70.41,45.84,11.2,145,3,1,3,1,4,2,1,1
ML-04712,TRD,Section Insulator,4,85.55,41.33,6.8,61,1,0,3,1,1,0,0,0
ML-04713,ENGINEERING,Track,2,76.0,44.89,16.0,86,0,0,0,1,8,3,4,0
ML-04714,S&T,Signal,3,77.22,40.69,17.1,161,0,0,0,0,4,2,0,0
ML-04715,ENGINEERING,Track,3,65.79,42.87,10.6,107,2,1,3,0,5,2,2,0
ML-04716,ENGINEERING,Track,3,82.31,26.57,9.6,127,0,0,0,0,3,1,1,0
ML-04717,S&T,Signal,3,84.74,27.69,11.4,135,1,0,3,0,1,0,0,0
ML-04718,ENGINEERING,Bridge,4,61.51,46.38,11.5,93,3,2,2,0,4,1,1,0
ML-04719,S&T,Axle Counter,4,92.57,29.38,6.7,85,2,0,1,0,3,2,1,0
ML-04720,ENGINEERING,Bridge,5,69.96,56.55,13.4,103,4,2,2,1,1,1,0,1
ML-04721,ENGINEERING,Point & Crossing,5,88.09,42.46,8.4,14,3,0,3,0,3,0,1,0
ML-04722,ENGINEERING,Track,4,57.51,66.01,26.4,54,2,1,2,0,5,4,2,0
ML-04723,ENGINEERING,Point & Crossing,3,77.4,32.81,8.8,81,3,1,2,0,2,1,1,1
ML-04724,ENGINEERING,Track,4,63.36,50.38,16.0,40,3,1,4,1,3,1,1,0
ML-04725,TRD,OHE,3,57.38,57.27,18.6,21,2,1,3,0,1,0,0,0
ML-04726,TRD,OHE,4,67.0,64.16,12.5,136,1,0,3,1,3,2,1,0
ML-04727,ENGINEERING,Bridge,5,67.01,61.33,16.3,191,2,0,1,1,4,2,1,0
ML-04728,TRD,Section Insulator,4,68.16,32.46,5.8,42,0,0,0,0,2,0,1,0
ML-04729,ENGINEERING,Bridge,3,79.27,33.76,9.9,90,0,0,0,1,3,3,0,0
ML-04730,TRD,Section Insulator,3,78.04,44.14,14.5,58,2,0,3,0,4,2,2,0
ML-04731,S&T,Axle Counter,1,87.34,27.13,14.7,72,2,0,4,1,6,4,0,0
ML-04732,TRD,Section Insulator,2,76.8,33.29,14.3,317,1,0,3,0,3,1,0,0
ML-04733,TRD,Transformer,2,86.57,33.7,10.2,92,0,0,0,0,4,0,1,0
